Name,Operator,Type,Pipeline,Status,States,Regions,Authority,Docket,Updated,Completed,Year,Cost,Miles,Capacity,Diameter,Compression
ETenn Roanoke Expansion,East Tennessee Nat Gas Co,New Pipeline,Interstate,Completed,VA,Northeast,FERC,CP98-40,6/26/2009,1998,01/01/1998,14,60,10,20,
PIOC Santa Barbara Expansion,Pacific Interstate Offshore,Lateral,Intrastate,Completed,CA,Western,State,na,6/26/2009,1998,01/01/1998,2,,20,,
Destin Corridor,Destin Pipeline Co. LLC,New Pipeline,Interstate,Completed,"GM,MS","Gulf of Mexico,Southeast",FERC,CP96-655,6/26/2009,1998,01/01/1998,386,213,1000,"36,30,16",
Transco BASF Lateral,Transcontinental Gas Pipeline,Expansion,Interstate,Completed,SC,Southeast,FERC,CP98-21,6/26/2009,1998,01/01/1998,,2,4,4,
CIG Campo Lateral,Colorado Interstate Gas Co,Lateral,Interstate,Completed,CO,Central,FERC,CP97-769,6/26/2009,1998,01/01/1998,21,115,100,16,
Front Range Expansion,Public Service Co of CO,Expansion,Interstate,Completed,CO,Central,FERC,CP98-49,6/26/2009,1998,01/01/1998,25,53,269,24,
MIGC Southern Mainline Expansion,MIGC Inc.,Expansion,Interstate,Completed,WY,Central,FERC,CP98-125,6/26/2009,1998,01/01/1998,6,,40,,
GLT System Wide Expansion,Great Lakes Gas Trans LTD,Expansion,Interstate,Completed,"MB,MN,WI,MI","Canada,Midwest",FERC,CP96-647,6/26/2009,1998,01/01/1998,150,72,126,36,
GS Five Flags Interconnect,Gulf South Pipeline,Expansion,Interstate,Completed,"AL,FL",Southeast,FERC,CP98-606,6/26/2009,1998,01/01/1998,1,5,25,10,
SONATSouthern Zone 2&3 -GA-SC-AL,Southern Natural Gas Co,Expansion,Interstate,Completed,"AL,TN,GA",Southeast,FERC,CP97-526,6/26/2009,1998,01/01/1998,52,10,65,"30,16,8",
Line-F Expansion,Noram Gas Transmission Co,Expansion,Interstate,Completed,LA,Southwest,FERC,CP97-724,6/26/2009,1998,01/01/1998,32,90,170,20,
TGT Haughton Expansion,Texas Gas Transmission Co,Expansion,Interstate,Completed,LA,Southwest,FERC,CP97-656,6/26/2009,1998,01/01/1998,6,,115,20,
Baton Rouge Expansion,Mid Louisiana Gas Co,Expansion,Interstate,Completed,LA,Southwest,FERC,na,6/26/2009,1998,01/01/1998,12,25,100,22,
Northern Border Manhattan Extn,Northern Border Pipeline,Expansion,Interstate,Completed,"IA,IL","Central,Midwest",FERC,CP95-194-001,6/26/2009,1998,01/01/1998,,200,650,30,
Iroquois Import Expansion,Iroquois Pipeline Co,Expansion,Interstate,Completed,"ON,NY","Canada,Northeast",FERC,CP96-687,6/26/2009,1998,01/01/1998,22,,35,,
NNG Peak Day 2000 Expansion II,Northern Natural Gas Co,Expansion,Interstate,Completed,MN,Midwest,FERC,CP97-27,6/26/2009,1998,01/01/1998,20,5,32,,
Northern Border Monchy Expansion,Northern Border Pipeline,Expansion,Interstate,Completed,"SK,MN,SD,IA","Canada,Central",FERC,CP95-194-003,6/26/2009,1998,01/01/1998,870,243,700,"42,36",
Intrastate PL Link I,Tengasco Pipeline Co,Expansion,Intrastate,Completed,TN,Southeast,State,na,6/26/2009,1998,01/01/1998,6,10,10,8,
Swan Creek Supply Link,Tengasco Pipeline Co,New Pipeline,Intrastate,Completed,TN,Southeast,State,na,6/26/2009,1998,01/01/1998,10,28,10,8,
Northern Border Harper Extension,Northern Border Pipeline,Expansion,Interstate,Completed,IA,Central,FERC,CP95-194-000,6/26/2009,1998,01/01/1998,,142,260,,
TETCO Columbia Expansion,Texas Eastern Transmission,Expansion,Interstate,Completed,PA,Northeast,FERC,CP96-559,6/26/2009,1997,01/01/1997,63,26,142,"36,24",
Eastern Shore Bridgeville Expansion,Eastern Shore Natural Gas,Expansion,Interstate,Completed,"DE,MD",Northeast,FERC,CP96-97,6/26/2009,1997,01/01/1997,7,29,5,8,
Compressor Station Expansion,SCG Pipeline Inc,Expansion,Intrastate,Completed,SC,Southeast,State,na,6/26/2009,1997,01/01/1997,10,,200,,
Viking System-Wide Expansion,Viking Gas Transmission Co,Expansion,Interstate,Completed,"MB,WI","Canada,Midwest",FERC,CP97-93,6/26/2009,1997,01/01/1997,28,150,60,24,
ETenn Virginia Expansion,East Tennessee Nat Gas Co,Expansion,Interstate,Completed,"TN,VA","Southeast,Northeast",FERC,CP96-696,6/26/2009,1997,01/01/1997,5,6,24,"20,12",
HiLight Plant,MIGC Inc.,Lateral,Interstate,Completed,WY,Central,FERC,CP97-183,6/26/2009,1997,01/01/1997,3,71,45,,
KM KN Interstate Pony Express,KM Interstate Pipeline Co,Conversion,Interstate,Completed,"WY,KS,NE,MO",Central,FERC,CP96-477,6/26/2009,1997,01/01/1997,159,850,255,"24,22,20",
El Paso Havasu Crossover,El Paso Natural Gas,Expansion,Interstate,Completed,"AZ,TX","Western,Southwest",FERC,CP96-321,6/26/2009,1997,01/01/1997,20,,180,30,
Williams NG KS-MO Expansion,Williams Gas Pipelines Central,Expansion,Interstate,Completed,"KS,MO",Central,FERC,CP97-776,6/26/2009,1997,01/01/1997,6,13,21,20,
Williams NG WY-KN Expansion,Williams Gas Pipelines Central,Expansion,Interstate,Completed,"WY,CO,KS",Central,FERC,CP97-07,6/26/2009,1997,01/01/1997,9,,30,20,
SONATSouthern Zone 3 -GA-SC-TN,Southern Natural Gas Co,Expansion,Interstate,Completed,"GA,TN,SC",Southeast,FERC,CP96-541,6/26/2009,1997,01/01/1997,36,27,46,"20,16,14",
NNG Peak Day 2000 Expansion I,Northern Natural Gas Co,Expansion,Interstate,Completed,"KS,NE,IA,MN,WI","Central,Midwest",FERC,CP97-27,6/26/2009,1997,01/01/1997,102,39,244,,
WIG Eastward Expansion,Wyoming Interstate Gas Co,Expansion,Interstate,Completed,"WY,CO",Central,FERC,CP96-288,6/26/2009,1997,01/01/1997,40,,192,36,
CGT Market Expansion I,Columbia Gas Transmission,Lateral,Interstate,Completed,"PA,MD,OH,WV,VA",Northeast,FERC,CP96-213,6/26/2009,1997,01/01/1997,22,379,242,,
"ISP ""Solution"" Gas Imports",Interenergy Sheffield Process,Expansion,Interstate,Completed,"SK,ND","Canada,Central",FERC,CP96-684,6/26/2009,1997,01/01/1997,1,1,3,8,
GS Bastian Bay Extension,Gulf South Pipeline,New Pipeline,Interstate,Completed,LA,Southwest,FERC,CP96-572,6/26/2009,1997,01/01/1997,21,16,735,30,
El Paso Samalayuca II,El Paso Natural Gas,Lateral,Interstate,Completed,"TX,MX","Southwest,Mexico",FERC,CP93-252,6/26/2009,1997,01/01/1997,35,45,212,24,
MidCoast System Alternative,MidCoast Pipeline Co,Expansion,Interstate,Completed,AL,Southeast,FERC,CP97-343,6/26/2009,1997,01/01/1997,2,,8,,
SoCal Calexico/Mexicali Crossing,Southern California Gas Co,Expansion,Interstate,Completed,"CA,MX","Western,Mexico",FERC,na,6/26/2009,1997,01/01/1997,0,1,25,16,
CNG PL-1 Line 97 Expansion,Dominion Transmission,Expansion,Interstate,Completed,"PA,MD,VA",Northeast,FERC,CP96-492,6/26/2009,1997,01/01/1997,15,,20,30,
NFGS Niagara Expansion Phase I,National Fuel Gas Supply Corp,New Pipeline,Interstate,Completed,"NY,PA",Northeast,FERC,CP96-545,6/26/2009,1997,01/01/1997,6,139,25,,
TW Bloomfield Station 97 Expansion,Transwestern Pipeline Co,Expansion,Interstate,Completed,NM,Southwest,FERC,CP97-286,6/26/2009,1997,01/01/1997,0,,26,,
Transok West-to-East Expansion,Transok Pipeline Co,New Pipeline,Intrastate,Completed,OK,Southwest,State,na,6/26/2009,1997,01/01/1997,75,130,255,24,
TETCO Virginia Natural Expansion,Texas Eastern Transmission,Expansion,Interstate,Completed,PA,Northeast,FERC,CP96-606,6/26/2009,1997,01/01/1997,,10,20,36,
ANR Michigan Leg Expansion,ANR Pipeline,Expansion,Interstate,Completed,"IL,IN,MI",Midwest,FERC,CP96-641,6/26/2009,1997,01/01/1997,19,12,135,"42,30,22",
TETCO Line 1-A Expansion,Texas Eastern Transmission,Expansion,Interstate,Completed,PA,Northeast,FERC,CP97-276,6/26/2009,1997,01/01/1997,13,23,128,20,
Transco Pocono Expansion,Transcontinental Gas Pipeline,Expansion,Interstate,Completed,PA,Northeast,FERC,CP97-328,6/26/2009,1998,01/01/1997,10,5,35,36,
Nautilus Pipeline,"Nautilus Pipeline Co, LLC",New Pipeline,Interstate,Completed,"GM,LA","Gulf of Mexico,Southwest",FERC,CP96-790,6/26/2009,1997,01/01/1997,121,87,600,30,
Trailblazer Eastward Expansion,Trailblazer Pipeline Co,Expansion,Interstate,Completed,"CO,KS,NE",Central,FERC,CP96-506,6/26/2009,1997,01/01/1997,11,445,105,36,
Algonquin Electric Load Lateral,Algonquin Gas Transmission,Lateral,Interstate,Completed,CT,Northeast,FERC,na,6/26/2009,1997,01/01/1997,15,8,82,20,
TCPL System Expansion (Chippawa)),TransCanada Pipeline LTD,Expansion,Interstate,Completed,"ON,NY","Canada,Northeast",NEB of Canada,na,6/26/2009,1997,01/01/1997,,,48,20,
Transco Maiden Lateral Expansion,Transcontinental Gas Pipeline,Expansion,Interstate,Completed,NC,Southeast,FERC,CP97-193,6/26/2009,1997,01/01/1997,13,18,38,"16,10",
TCPL System Expansion (Iroquois),TransCanada Pipeline LTD,Expansion,Interstate,Completed,"QU,NY","Canada,Northeast",NEB of Canada,na,6/26/2009,1997,01/01/1997,,,25,24,
TCPL System Expansion (Niagara),TransCanada Pipeline LTD,Expansion,Interstate,Completed,"QU,NY","Canada,Northeast",NEB of Canada,na,6/26/2009,1997,01/01/1997,,,39,24,
TCPL System Expansion (Noyes),TransCanada Pipeline LTD,Expansion,Interstate,Completed,"SK,MN","Canada,Midwest",NEB of Canada,na,6/26/2009,1997,01/01/1997,,,56,,
Transco Sunbelt Project,Transcontinental Gas Pipeline,Expansion,Interstate,Completed,"MS,GA,AL,SC",Southeast,FERC,CP96-16,6/26/2009,1997,01/01/1997,85,,145,42,
Discovery Pipeline,Discovery Gas Transmission LLC,New Pipeline,Interstate,Completed,"GM,LA","Gulf of Mexico,Southwest",FERC,CP96-712,6/26/2009,1997,01/01/1997,177,147,600,"30,24,18",
South Texas Expansion,Delhi Gas Pipeline Co,Expansion,Intrastate,Completed,TX,Southwest,State,na,6/26/2009,1997,01/01/1997,,53,90,"20,16",
CGT Commonwealth PL Expansion,Columbia Gas Transmission,Expansion,Interstate,Completed,VA,Northeast,FERC,na,6/26/2009,1997,01/01/1997,0,,18,16,
CIG Wind River Lateral 97 Expansion,Colorado Interstate Gas Co,Expansion,Interstate,Completed,WY,Central,FERC,CP96-289,6/26/2009,1997,01/01/1997,11,,40,36,
Paiute North Tahoe Lateral,Paiute Pipeline,Expansion,Interstate,Completed,"NV,CA",Western,FERC,CP94-29,6/26/2009,1997,01/01/1997,11,23,13,"16,8",
Venice Timbalier Extension,Venice Gas Gathering System LL,New Pipeline,Interstate,Completed,GM,Gulf of Mexico,FERC,CP97-533,6/26/2009,1997,01/01/1997,39,52,328,24,
Shell Offshore Mississippi Canyon,Mississippi Canyon Gas PL LLC,New Pipeline,Interstate,Completed,"GM,LA","Gulf of Mexico,Southwest",FERC,CP96-159,6/26/2009,1996,01/01/1996,75,45,800,30,
"TETCO Flex X, CNG/Oxford Storage",Texas Eastern Transmission,Lateral,Interstate,Completed,PA,Northeast,FERC,CP95-74,6/26/2009,1996,01/01/1996,8,2,12,36,
Viking Northern Looping B,Viking Gas Transmission Co,Expansion,Interstate,Completed,"SK,ND,MN","Canada,Midwest",FERC,CP96-32,6/26/2009,1996,01/01/1996,8,14,19,24,
GLT St Clair Looping,Great Lakes Gas Trans LTD,Expansion,Interstate,Completed,"MI,ON","Midwest,Canada",FERC,CP96-26,6/26/2009,1996,01/01/1996,4,0,50,36,
NNG IA- IL Expansion,Northern Natural Gas Co,Expansion,Interstate,Completed,"IA,IL","Central,Midwest",FERC,na,6/26/2009,1996,01/01/1996,,,35,"30,20",
Paiute Elko Lateral,Paiute Pipeline,Expansion,Interstate,Completed,NV,Western,FERC,CP95-285,6/26/2009,1996,01/01/1996,,,1,,
Viking Northern Looping A,Viking Gas Transmission Co,Expansion,Interstate,Completed,"MN,ND","Midwest,Central",FERC,na,6/26/2009,1996,01/01/1996,,14,21,,
TransColorado Blanco Hub,TransColorado Pipeline,Expansion,Interstate,Completed,"CO,NM","Central,Southwest",FERC,CP90-1777,6/26/2009,1996,01/01/1996,35,41,120,24,
Midcon Texas/TransTexas Gas Corp.,Midcon Corp.,New Pipeline,Interstate,Completed,TX,Southwest,FERC,CP96-140,6/26/2009,1996,01/01/1996,17,70,274,24,
Stingray Offshore Garden Banks,Stingray Pipeline Co,Expansion,Interstate,Completed,"GM,LA","Gulf of Mexico,Southwest",FERC,CP96-91,6/26/2009,1996,01/01/1996,9,15,75,20,
East Tenn Upgrades,East Tennessee Nat Gas Co,Expansion,Interstate,Completed,"VA,TN","Northeast,Southeast",FERC,na,6/26/2009,1996,01/01/1996,3,6,12,"16,12",
ANR Link/Interprovincial Pipeline System,ANR Pipeline,New Pipeline,Interstate,Completed,"MI,ON","Midwest,Canada",FERC,CP93-564/566,6/26/2009,1996,01/01/1996,15,12,150,24,
CIG Colorado Interstate Piceance,Colorado Interstate Gas Co,Expansion,Interstate,Completed,CO,Central,FERC,CP95-106,6/26/2009,1996,01/01/1996,9,37,37,,
Transco Southeastern Expansion II,Transcontinental Gas Pipeline,Expansion,Interstate,Completed,"AL,GA,SC,VA,NC",Southeast,FERC,CP94-109-002,6/26/2009,1996,01/01/1996,,532,55,42,
CGT West Virginia,Columbia Gas Transmission,Expansion,Interstate,Completed,WV,Northeast,FERC,CP95-217-000,6/26/2009,1996,01/01/1996,15,18,28,20,
TETCO ITP Phase I,Texas Eastern Transmission,Expansion,Interstate,Completed,"OH,WV,PA,NJ",Northeast,FERC,CP92-184,6/26/2009,1996,01/01/1996,35,,25,,
NNG Zone EF Expansion,Northern Natural Gas Co,Expansion,Interstate,Completed,MN,Midwest,FERC,CP96-57,6/26/2009,1996,01/01/1996,19,30,46,"20,30",
WR Mid-Continent Hub Link,Western Gas Resources Inc,Expansion,Interstate,Completed,KS,Central,FERC,na,6/26/2009,1996,01/01/1996,10,9,55,16,
Philadelphia Lateral,Texas Eastern Transmission,Lateral,Interstate,Completed,PA,Northeast,FERC,CP95-76,6/26/2009,1996,01/01/1996,13,24,120,20,
CIG Wind River Lateral 96 Expansion,Colorado Interstate Gas Co,Expansion,Interstate,Completed,WY,Central,FERC,CP96-289,6/26/2009,1996,01/01/1996,11,,28,36,
CIG TX Panhandle Expansion,Colorado Interstate Gas Co,Lateral,Intrastate,Completed,TX,Southwest,State,na,6/26/2009,1996,01/01/1996,,,100,,
"Centana Phase I, Phase II",Centana Energy Corp.,New Pipeline,Interstate,Completed,"GM,LA","Gulf of Mexico,Southwest",FERC,na,6/26/2009,1996,01/01/1996,60,81,300,30,
GLT Security Loop Project Phase I,Great Lakes Gas Trans LTD,Expansion,Interstate,Completed,MI,Midwest,FERC,CP95-375,6/26/2009,1996,01/01/1996,17,14,5,36,
Williams NG Springfield Expansion,Williams Gas Pipelines Central,Expansion,Interstate,Completed,MO,Central,FERC,CP95-700,6/26/2009,1996,01/01/1996,14,28,23,20,
TW San Juan Eastward,Transwestern Pipeline Co,Expansion,Interstate,Completed,"NM,TX",Southwest,FERC,CP96-10,6/26/2009,1996,01/01/1996,15,,170,30,
Questar Lines 1&13 Expansion,Questar Pipeline,Expansion,Interstate,Completed,"WY,UT",Central,FERC,CP96-627,6/26/2009,1996,01/01/1996,0,,21,20,
