Number,Name,Status,Capacity,Company,Waterway,lon,lat,Issued,Expiration
7264,MIDDLE APPLETON DAM,Expired,1190,"N.E.W. HYDRO, LLC.",LOWER FOX RIVER WI,-88.468532,44.264034,8/31/2005,7/31/1935
289,OHIO FALLS,Expired,100656,LOUISVILLE GAS & ELECTRIC CO (KY),OHIO RIVER KY,-88.5253353,37.060704,10/27/2005,10/31/1945
7387,PIERCEFIELD,Expired,2700,"ERIE BOULEVARD HYDROPOWER, L.P.",RAQUETTE RIVER NY,-74.5262491,43.906166,10/27/2005,10/31/1945
2935,ENTERPRISE MILL,Expired,1200,"MELAVER/ENTERPRISE MILL, LLC.",SAVANNAH RIVER GA,-81.0505751,32.029756,11/17/2005,10/31/1955
5044,SIBLEY MILL,Expired,2475,AUGUSTA CANAL AUTHORITY,SAVANNAH RIVER GA,-81.0505751,32.029756,11/17/2005,10/31/1955
2710,ORONO,Expired,6518,"BLACK BEAR DEVELOPMENT HOLDINGS,LLC",STILLWATER BRANCH PENOBSCOT RIVER ME,-68.8178022,44.4455184,12/8/2005,3/31/1948
2233,WILLAMETTE FALLS,Expired,16680,PORTLAND GENERAL ELECTRIC CO (OR),WILLAMETTE RIVER OR,-122.9317474,44.8384338,12/8/2005,11/30/1935
6514,CITY OF MARSHALL,Expired,319,MARSHALL CITY OF (MI),KALAMAZOO RIVER MI,-86.215317,42.6766908,12/22/2005,11/30/1935
2738,SARANAC RIVER,Expired,38910,NEW YORK STATE ELEC & GAS CORP (NY),SARANAC RIVER NY,-73.8889137,44.5917944,1/19/2006,4/12/1946
2005,BEARDSLEY/DONNELLS,Expired,82500,OAKDALE & SOUTH SAN JOAQUIN IRR DIS,MIDDLE FORK STANISLAUS RIVER CA,-119.7347688,38.2959885,1/30/2006,12/31/1946
620,CHIGNIK,Expired,60,"CITY OF CHIGNIK, AK",INDIAN CREEK AK,-144.4530308,62.7696543,2/8/2006,1/31/1936
2067,TULLOCH,Expired,24100,OAKDALE & SOUTH SAN JOAQUIN IRR DIS,STANISLAUS RIVER CA,-120.9354108,37.762374,2/16/2006,12/31/1946
12451,Lower St. Anthony Falls,Expired,8980,"SAF HYDROELECTRIC, LLC.",MISSISSIPPI RIVER MN,-90.3668194,38.342773,2/21/2006,1/31/1956
2118,DONNELLS-CURTIS T. L.,Expired,0,PACIFIC GAS AND ELECTRIC CO (C, CA,-119.4179324,36.778261,3/3/2006,12/31/1946
382,BOREL,Expired,12000,SOUTHERN CALIFORNIA EDISON CO (CA),KERN RIVER CA,-118.4538736,35.8075701,5/17/2006,4/30/1946
2586,CONECUH RIVER,Expired,8250,"POWERSOUTH ENERGY COOPERATIVE, INC",CONECUH RIVER AL,-85.7058365,32.1404025,6/22/2006,5/31/1936
7321,MACOMB,Expired,1000,"ERIE BOULEVARD HYDROPOWER, L.P.",SALMON RIVER NY,-76.087894,43.5427297,6/23/2006,11/30/1941
9185,CLAM RIVER,Expired,1200,FLAMBEAU HYDRO LLC.,CLAM RIVER WI,-92.2616245,45.6051012,7/24/2006,3/31/1937
12597,LOWER TURNBULL DROP,Expired,7700,"TURNBULL HYDRO, LLC.",SPRING VALLEY CANAL MT,-112.0688863,47.5992918,7/28/2006,6/30/1956
12598,UPPER TURNBULL DROP,Expired,5300,"TURNBULL HYDRO, LLC.",SPRING VALLEY CANAL MT,-112.0688863,47.5992918,7/28/2006,6/30/1956
2183,MARKHAM FERRY,Expired,127500,GRAND RIVER DAM AUTHORITY (OK),GRAND RIVER OK,-95.294444,35.792222,8/9/2006,7/31/1936
7758,HOLYOKE NUMBER 4,Expired,750,HOLYOKE CITY OF (MA),HOLYOKE CANAL SYSTEM MA,-71.3824374,42.4072107,8/15/2006,8/31/1939
9184,DANBURY DAM,Expired,1076,FLAMBEAU HYDRO LLC.,YELLOW RIVER WI,-91.1879079,43.0877608,9/5/2006,6/9/1937
184,EL DORADO,Expired,21000,EL DORADO IRRIGATION DISTRICT (CA),SOUTH FORK OF THE AMERICAN RIVER CA,-121.0369469,38.7639842,10/18/2006,9/30/1946
637,LAKE CHELAN,Expired,59200,PUD NO 1 OF CHELAN COUNTY (WA),LAKE CHELAN WA,-120.3377317,48.0269741,11/6/2006,10/31/1956
2283,GULF ISLAND - DEER RIPS,Expired,37232,"BROOKFIELD WHITE PINE HYDRO, LLC.",ANDROSCOGGIN RIVER ME,-69.8695642,43.9703225,1/19/2007,12/31/1948
2539,SCHOOL STREET,Expired,38800,"ERIE BOULEVARD HYDROPOWER, L.P.",MOHAWK R NY,-75.0040449,43.0114592,2/15/2007,1/31/1947
2216,ROBERT MOSES-NIAGARA (PS&CON),Expired,2755500,NEW YORK POWER AUTHORITY,NIAGARA RIVER NY,-79.0362544,43.0675083,3/15/2007,8/31/1957
459,OSAGE,Expired,242590,UNION ELECTRIC CO (MO),OSAGE MO,-91.9099238,38.3853377,3/30/2007,2/28/1947
12766,Clay Hill Road Line 66 Transmission,Active,0,GREEN MOUNTAIN POWER CORP (VT),OTTAUQUECHEE RIVER VT,-72.7664614,43.6424759,5/15/2007,11/30/2021
1893,MERRIMACK RIVER,Expired,29900,PUBLIC SERVICE CO OF NH (NH),MERRIMACK RIVER NH,-70.8565892,42.81182,5/18/2007,4/30/1947
233,"PIT 3, 4, & 5",Expired,315210,PACIFIC GAS AND ELECTRIC CO (C,PIT RIVER CA,-122.3705647,40.7562607,7/2/2007,6/30/1943
2230,BLUE LAKE,Expired,7540,SITKA CITY OF & BOROUGH OF (AK),SAWMILL CR AK,-146.252691,61.1244742,7/10/2007,3/31/1938
1051,SKAGWAY-DEWEY LAKES,Expired,943,ALASKA POWER & TELEPHONE CO (WA),SNYDER CREEK AK,-135.3279937,59.4307859,8/17/2007,8/29/1937
2170,COOPER LAKE,Expired,19380,CHUGACH ELECTRIC ASSN INC (AK),KENAI LAKE AK,-149.666802,60.4139216,8/24/2007,7/31/1957
2219,BOULDER CREEK,Expired,4300,"GARKANE ENERGY COOPERATIVE, INC.",WEST FORK BOULDER CREEK UT,-111.4750658,38.0124517,8/31/2007,6/30/1940
12514,NORWAY-OAKDALE,Expired,16400,NORTHERN INDIANA PUBLIC SERVICE CO.,TIPPECANOE RIVER IN,-86.7592355,40.6933273,10/2/2007,9/30/1937
2301,MYSTIC LAKE,Expired,12000,"PP&L MONTANA, LLC",WEST ROSEBUD CREEK MT,-109.6042085,45.34069,12/17/2007,12/31/1950
2630,"PROSPECT NOS. 1,2, AND 4",Expired,41560,PACIFICORP (OR),ROGUE RIVER OR,-123.1719976,42.435954,4/8/2008,3/31/1938
2114,PRIEST RAPIDS,Expired,1410000,PUD NO 2 OF GRANT COUNTY (WA),COLUMBIA RIVER WA,-123.8018909,46.2453111,4/17/2008,3/31/1952
925,OTTUMWA,Expired,3200,OTTUMWA CITY OF (IA),DES MOINES RIVER IA,-93.6176127,41.5966814,4/30/2008,4/30/1938
2237,MORGAN FALLS,Expired,16800,GEORGIA POWER CO (GA),CHATTAHOOCHEE RIVER GA,-84.8468377,30.6783681,5/22/2008,2/28/1939
906,CUSHAW,Expired,7500,VIRGINIA ELECTRIC & POWER CO (VA),JAMES RIVER VA,-76.6181655,37.0686965,6/13/2008,6/15/1938
12667,MELDAHL,Expired,105000,"AMERICAN MUNICIPAL POWER, INC",OHIO RIVER OH,-88.5253353,37.060704,6/25/2008,5/21/1958
935,MERWIN,Expired,136000,PACIFICORP (OR),LEWIS RIVER WA,-122.7698709,45.8582816,6/26/2008,5/31/1958
2213,SWIFT NO 2,Expired,66800,PUD NO 1 OF COWLITZ COUNTY (WA),LEWIS RIVER WA,-122.7698709,45.8582816,6/26/2008,5/31/1958
2111,SWIFT NO. 1,Expired,240000,PACIFICORP (OR),NORTH FORK LEWIS RIVER WA,-122.6072,45.8388763,6/26/2008,5/31/1958
2071,YALE,Expired,134000,PACIFICORP (OR),North Fork Lewis River WA,-122.6072,45.8388763,6/26/2008,5/31/1958
11879,Chester Diversion Dam,Expired,3300,FALL RIVER RURAL ELEC COOP INC (ID),Henry's Fork River Id,-111.7256723,43.9197482,7/23/2008,6/30/1948
946,HYRUM,Expired,400,HYRUM CITY CORP (UT),BLACKSMITH FORK RIVER UT,-111.579126,41.6018821,8/1/2008,7/31/1938
2194,BAR MILLS,Expired,4000,"BROOKFIELD WHITE PINE HYDRO, LLC.",SACO RIVER ME,-70.868548,43.8023808,8/26/2008,7/31/1948
2153,SANTA FELICIA,Expired,1420,UNITED WATER CONSERVATION DIST (CA),PIRU CREEK CA,-118.7871166,34.4122568,9/12/2008,8/31/1948
2150,BAKER,Expired,170030,"PUGET SOUND ENERGY, INC.(WA)",BAKER RIVER WA,-121.4977963,48.7887347,10/17/2008,9/30/1958
11945,Dorena Lake Dam,Expired,8300,"DORENA HYDRO, LLC.",Row River OR,-122.9550228,43.7867782,10/17/2008,9/30/1958
659,LAKE BLACKSHEAR,Expired,15200,CRISP COUNTY POWER COMM (GA),FLINT RIVER GA,-84.186605,31.3162295,11/28/2008,10/31/1938
7528,CANAAN,Expired,1100,PUBLIC SERVICE CO OF NH (NH),CONNECTICUT RIVER VT,-72.5428968,42.8136064,1/16/2009,7/31/1939
2145,ROCKY REACH,Expired,865760,PUD NO 1 OF CHELAN COUNTY (WA),COLUMBIA RIVER WA,-123.8018909,46.2453111,2/19/2009,1/31/1952
11475,CARVER FALLS,Expired,2251,GREEN MOUNTAIN POWER CORP (VT),POULTNEY RIVER VT,-73.3170502,43.5691794,2/25/2009,1/31/1939
178,KERN CANYON,Expired,11475,PACIFIC GAS AND ELECTRIC CO (C,KERN RIVER CA,-118.4538736,35.8075701,2/25/2009,1/31/1939
11478,SILVER LAKE,Expired,2200,GREEN MOUNTAIN POWER CORP (VT),SUCKER BROOK VT,-73.0228358,43.9106405,2/26/2009,1/31/1939
11841,WHITMAN LAKE,Expired,4600,KETCHIKAN PUBLIC UTILITIES,Whitman Creek Ak,-131.5622841,55.3615501,3/17/2009,2/28/1959
12646,PINE CREEK LAKE,Expired,6400,CITY OF BROKEN BOW,LITTLE RIVER OK,-94.19234,33.6808926,4/8/2009,3/31/1959
2130,SPRING GAP-STANISLAUS,Expired,90750,PACIFIC GAS AND ELECTRIC CO (C,STANISLAUS RIVER CA,-120.9354108,37.762374,4/24/2009,3/31/1947
2545,SPOKANE RIVER,Expired,146870,AVISTA CORPORATION,SPOKANE RIVER WA,-117.4144925,47.6642432,6/18/2009,5/31/1959
2801,GLENDALE,Expired,1140,LITTLEVILLE POWER CO INC (MA),HOUSATONIC RIVER MA,-73.2469795,42.3169669,8/19/2009,10/31/1949
12429,CLARK CANYON DAM,Expired,4700,"CLARK CANYON HYDRO, LLC.",BEAVERHEAD RIVER MT,-112.5956088,45.281261,8/26/2009,7/31/1959
733,OURAY,Expired,632,JACOBSON ERIC R,UNCOMPAHGRE RIVER CO,-107.6260114,37.9596575,9/2/2009,4/12/1940
13301,CULINARY WATER SYSTEM,Expired,225,"TOWN OF AFTON, WY",CULINARY WATER SUPPY SYSTEM WY,NA,NA,10/9/2009,9/30/1949
2210,SMITH MOUNTAIN (PS&CON),Expired,636000,APPALACHIAN POWER CO (VA),ROANOKE(STAUNTON) R VA,-79.961801,37.286632,12/15/2009,3/31/1939
785,CALKINS BRIDGE,Expired,2550,CONSUMERS ENERGY CO (MI),KALAMAZOO RIVER MI,-86.215317,42.6766908,1/15/2010,4/10/1940
12589,TACOMA,Expired,12000,PUBLIC SERVICE CO OF COLORADO (CO),CASCADE CREEK CO,-107.3364946,38.8297012,1/29/2010,6/30/1950
2165,WARRIOR RIVER,Expired,211485,ALABAMA POWER CO (AL),SIPSEY FORK AL,-87.0822921,33.8779422,3/31/2010,2/28/1940
400,AMES,Expired,3500,PUBLIC SERVICE CO OF COLORADO (CO),SAN MIGUEL RIVER CO,-107.7858131,37.9310043,5/19/2010,6/30/1950
4851,SLY CREEK T. L.,Expired,0,PACIFIC GAS AND ELECTRIC CO (C,South Fork Feather River CA,-121.2544677,39.5375537,6/10/2010,5/31/1940
2281,WOODLEAF KANAKA T. L.,Expired,0,PACIFIC GAS AND ELECTRIC CO (C,South Fork Feather River CA,-121.2544677,39.5375537,6/10/2010,5/31/1940
12107,FLINT CREEK,Expired,2000,"GRANITE COUNTY, MT",Flint Creek MT,-113.3261165,46.316646,7/8/2010,6/30/1950
6885,CINNAMON RANCH,Expired,175,MOSS RICHARD,MIDDLE CREEK CA,-123.7765689,39.7957668,8/6/2010,7/31/1940
13569,ARROW CANYON CONDUIT ENERGY RECOVER,Expired,500,SOUTHERN NEVADA WATER AUTHORITY,COYOTE SPRING VALLEY WELL NV,-116.419389,38.8026097,8/19/2010,7/31/1950
13526,EXPANDED KANSAS RIVER,Expired,6500,BOWERSOCK MILLS & POWER CO (KS),KANSAS RIVER KS,-98.9466146,38.2066931,8/19/2010,7/31/1960
2211,MARKLAND,Expired,64800,"DUKE ENERGY INDIANA, INC.",OHIO RIVER IN,-88.5253353,37.060704,9/7/2010,4/30/1941
12628,CEDAR LAKE,Expired,800,"NASHUA, CITY OF (IA)",CEDAR RIVER IA,-91.954002,42.2141065,10/27/2010,9/30/1940
2195,CLACKAMAS RIVER,Expired,136645,PORTLAND GENERAL ELECTRIC CO (OR),OAK GROVE FORK OF CLACKAMAS RIVER OR,-121.6892876,45.1143423,12/21/2010,2/28/1946
12555,MAHONING CREEK,Expired,6000,"MAHONING CREEK HYDRO COMPANY, LLC.",MAHONING CREEK PA,-79.357783,40.9422826,3/4/2011,2/28/1961
2594,LAKE CREEK,Expired,4500,NORTHERN LIGHTS INC (ID),LAKE CREEK MT,-113.3239845,48.5594656,4/14/2011,11/30/1941
12576,RED ROCK,Expired,36400,WESTERN MINNESOTA MUN PWR AGNY,DES MOINES RIVER IA,-93.6176127,41.5966814,4/18/2011,3/31/1961
12775,SPEARFISH,Expired,4000,"CITY OF SPEARFISH, SD",SPEARFISH CREEK SD,-103.8688372,44.5118221,4/21/2011,3/31/1941
2686,WEST FORK,Expired,19525,"DUKE ENERGY CAROLINAS, LLC.",WEST FORK TUCKASEGEE RIVER NC,-83.1430592,35.2327713,5/4/2011,4/30/1941
2698,EAST FORK,Expired,24280,"DUKE ENERGY CAROLINAS, LLC.",WOLF CREEK NC,-84.3038092,35.0136916,5/4/2011,4/30/1941
2677,Badger-Rapide Croche,Expired,9400,KAUKAUNA CITY OF (WI),FOX RIVER WI,-88.499783,42.2322218,5/18/2011,4/30/1961
13797,OURAY WATER SUPPLY SMALL CONDUIT,Expired,20,"CITY OF OURAY, CO",WEEHAWKEN SPRING CO,-74.0253715,40.7663711,7/7/2011,6/30/1951
2621,PACOLET,Expired,1900,LOCKHART POWER CO (SC),PACOLET RIVER SC,-81.5976811,34.8804051,7/20/2011,2/1/1952
2601,BRYSON,Expired,980,"DUKE ENERGY CAROLINAS, LLC.",OCONALUFTEE RIVER NC,-83.347935,35.580696,7/22/2011,6/30/1941
12632,LAKE LIVINGSTON,Expired,24000,"EAST TEXAS ELECTRIC COOP, INC.",LAKE LIVINGSTON & TRINITY RIVER TX,-95.1536327,30.7592788,8/26/2011,7/31/1961
2157,HENRY M JACKSON (SULTAN),Expired,111800,PUD NO 1 OF SNOHOMISH COUNTY (WA),SULTAN RIVER WA,-121.8036192,47.9273554,9/2/2011,8/31/1956
2851,NATURAL DAM,Expired,1020,CELLU TISSUE CORPORATION,ST. LAWRENCE RIVER NY,-76.1801153,44.279912,9/6/2011,5/1/1952
2603,FRANKLIN,Expired,1040,"DUKE ENERGY CAROLINAS, LLC.",LITTLE TENNESSEE RIVER NC,-83.3721328,35.1730629,9/7/2011,8/31/1941
2619,MISSION,Expired,1800,"DUKE ENERGY CAROLINAS, LLC.",HIWASSEE RIVER NC,-83.8830665,35.0577287,10/25/2011,9/30/1941
12492,MINER SHOAL WATERPOWER,Expired,1200,"HA-BEST, INC.",SOQUE RIVER GA,-84.1277717,34.0250221,12/8/2011,11/30/1941
13351,MARSEILLES LOCK & DAM,Expired,10260,MARSEILLES LAND & WATER COMPANY,ILLINOIS RIVER IL,-89.4571567,40.1766202,12/15/2011,11/30/1961
739,CLAYTOR,Expired,75000,APPALACHIAN POWER CO (VA),NEW RIVER VA,-80.590641,37.1377082,12/27/2011,11/30/1941
13829,CREASEY,Expired,20,DAVID CREASEY,LINCOLN CREEK ID,-112.2057719,43.1668244,1/5/2012,12/31/1952
2850,EMERYVILLE,Expired,3481,HAMPSHIRE PAPER CO INC (NY),ST. LAWRENCE RIVER NY,-76.1801153,44.279912,1/6/2012,5/31/1952
12478,GIBSON DAM,Expired,15000,"GIBSON DAM HYDROELECTRIC CO.,LLC","NORTH FORK, SUN RIVER MT",-112.9549303,47.6688158,1/12/2012,12/31/1962
12611,ROOSEVELT ISLAND TIDAL ENERGY,Active,1050,"VERDANT POWER, LLC.",EAST RIVER NY,-73.8124984,40.8048011,1/23/2012,12/31/2022
12740,FLANNAGAN,Expired,1800,JORDAN HYDROELECTRIC L.P.,POUND RIVER VA,-82.5248218,37.1642249,1/27/2012,12/31/1962
2692,NANTAHALA,Expired,42000,"DUKE ENERGY CAROLINAS, LLC.",WHITE OAK CREEK NC,-78.7902053,34.7866079,2/8/2012,1/31/1942
12711,COBSCOOK BAY TIDAL ENERGY,Active,300,"ORPC MAINE, LLC.",COBSCOOK RIVER ME,-67.1278145,44.8825469,2/27/2012,1/31/2020
12737,GATHRIGHT,Expired,3700,JORDAN HYDROELECTRIC L.P.,JACKSON RIVER VA,-79.8925295,37.8683423,3/13/2012,2/28/1962
13368,TOWNSHEND DAM,Expired,924,"BLUE HERON HYDRO, LLC.",WEST RIVER VT,-72.7813809,43.1265352,3/29/2012,2/28/1962
13226,BALL MOUNTAIN DAM,Expired,2196,"BLUE HERON HYDRO, LLC.",WEST RIVER VT,-72.7813809,43.1265352,4/12/2012,3/31/1962
12715,JENNINGS RANDOLPH,Expired,14000,"FAIRLAWN HYDROELECTRIC CO,.LLC",POTOMAC RIVER WV,-76.8951551,38.2296559,4/30/2012,3/31/1962
12642,W. KERR SCOTT,Expired,4000,"WILKESBORO HYDROPOWER, LLC.",YADKIN RIVER NC,-80.0751442,35.3952176,7/17/2012,6/30/1952
2479,FRENCH MEADOWS T. L.,Expired,0,PACIFIC GAS AND ELECTRIC CO (C, CA,-119.4179324,36.778261,7/18/2012,2/28/1942
9988,JOHN P. KING MILL,Expired,2125,AUGUSTA CANAL AUTHORITY,SAVANAH RIVER GA,-82.9357482,34.3531261,8/3/2012,10/31/1955
12713,REEDSPORT OPT WAVE PARK,Expired,1500,"REEDSPORT OPT WAVE PARK, LLC.",PACIFIC OCEAN OR,-123.9686372,45.2076572,8/13/2012,7/31/1947
13,GREEN ISLAND,Expired,4800,GREEN ISLAND POWER AUTHORITY,HUDSON R NY,-73.790959,42.2528649,8/17/2012,7/31/1962
2784,ROLLINS T. L.,Expired,0,PACIFIC GAS AND ELECTRIC CO (C, CA,-119.4179324,36.778261,8/27/2012,4/30/1943
13237,CROCKER,Expired,145,"WHITMAN RIVER DAM, INC.",WHITMAN RIVER MA,-71.9331014,42.6080796,9/5/2012,8/31/1952
176,ESCONDIDO,Expired,1500,ESCONDIDO CITY OF (CA),SAN LUIS REY R CA,-116.4885175,33.8195368,9/25/2012,6/24/1974
12470,BROKEN BOW RE-REGULATION DAM,Expired,4000,CITY OF BROKEN BOW,MOUNTAIN FORK RIVER OK,-94.6340585,34.0848393,9/27/2012,8/31/1962
503,SWAN FALLS,Expired,25000,IDAHO POWER CO (ID),SNAKE RIVER ID,-117.050991,46.399883,9/28/2012,8/31/1942
13305,Whitestone,Active,100,WHITESTONE POWER & COMMUNICATIONS,TANANA RIVER AK,-150.5388368,64.9568737,10/19/2012,9/30/2017
2149,WELLS,Expired,774250,PUD NO 1 OF DOUGLAS COUNTY (WA),COLUMBIA RIVER WA,-123.8018909,46.2453111,11/9/2012,10/31/1952
2713,OSWEGATCHIE RIVER,Expired,28560,"ERIE BOULEVARD HYDROPOWER, L.P.",OSWEGATCHIE R NY,-75.070196,44.1828405,11/26/2012,12/31/1952
13417,ANGELO DAM,Expired,205,WESTERN TECHNICAL COLLEGE,LA CROSSE RIVER WI,-91.1654084,43.8673596,12/28/2012,11/30/1952
14066,GARTINA FALLS,Expired,450,INSIDE PASSAGE ELECTRIC COOPERATIVE,GARTINA CREEK AK,-135.3810744,58.0573919,1/29/2013,12/31/1962
2144,BOUNDARY,Expired,1003253,SEATTLE CITY OF (WA),PEND OREILLE RIVER WA,-117.3788024,48.8542914,3/20/2013,2/28/1955
2696,STUYVESANT FALLS,Expired,4320,ALBANY ENGINEERING CORP,KINDERHOOK CR NY,-73.6864106,42.4116613,4/5/2013,3/31/1943
14154,LITTLE WOOD RIVER RANCH ll,Expired,1230,WILLIAM ARKOOSH,LITTLE WOOD RIVER ID,-114.7091287,42.9384718,4/16/2013,3/31/1963
14308,VERMONT TISSUE MILL,Expired,360,"CARBON ZERO, LLC",WALLOOMSAC RIVER VT,-73.2834013,42.9168715,4/25/2013,3/31/1943
2309,YARDS CREEK PUMPED STORAGE,Expired,364500,JERSEY CENTRAL POWER&LIGHT CO (NJ),YARDS CREEK NJ,-75.0521721,40.9646482,5/9/2013,4/30/1953
2146,COOSA RIVER,Expired,960900,ALABAMA POWER CO (AL),COOSA RIVER GA,-85.8500423,33.3815023,6/20/2013,5/31/1943
12569,ENLOE PROJECT,Expired,9000,PUD NO 1 OF OKANOGAN COUNTY (WA),SIMILKAMEEN RIVER WA,-119.4419387,48.9217966,7/9/2013,6/30/1963
13124,ALLISON LAKE,Expired,6500,COPPER VALLEY ELECTRIC ASSN.,ALLISON LAKE AK,NA,NA,8/1/2013,7/31/1963
2662,SCOTLAND,Expired,3026,FIRSTLIGHT HYDRO GENERATING CO.,SHETUCKET RIVER CT,-72.05052,41.5983509,11/21/2013,10/31/1953
1175,LONDON/MARMET,Expired,28800,APPALACHIAN POWER CO (VA),KANAWHA RIVER WV,-81.6688493,38.480187,12/20/2013,1/31/1964
1290,WINFIELD,Expired,14760,APPALACHIAN POWER CO (VA),KANAWHA RIVER WV,-81.6688493,38.480187,1/31/2014,1/31/1964
14327,HUMBOLDT RIVER,Expired,750,PERSHING CNTY WATER CONSERVATION DI,HUMBOLDT RIVER NV,-118.6020543,39.9893047,1/31/2014,12/31/1964
12690,ADMIRALITY INLET TIDAL ENERGY,Active,600,PUD NO 1 OF SNOHOMISH COUNTY (WA),PUGENT SOUND WA,-122.4713352,47.7236535,3/20/2014,2/28/2024
13160,OVERTON LOCK & DAM,Expired,78000,"RED RIVER HYDRO, LLC.",RED RIVER LA,-93.3792057,32.0842949,4/2/2014,3/31/1964
12756,RED RIVER LOCK & DAM # 3,Expired,36200,BOST3 HYDROELECTRIC LLC,RED RIVER LA,-93.3792057,32.0842949,4/14/2014,3/31/1964
13011,LAKE SHELBYVILLE,Expired,6800,"SHELBYVILLE HYDRO, LLC.",KASKASKIA RIVER IL,-89.775875,38.2309495,4/18/2014,3/31/1964
14367,GILBERT PROJECT,Expired,90,"DON W. GILBERT HYDRO POWER, LLC.",BEAR RIVER ID,-111.7548696,42.4253812,5/12/2014,4/30/1954
13287,CANNONSVILLE,Expired,14080,CITY OF NEW YORK (NY),NEVERSINK RIVER NY,-74.6654765,41.3837335,5/13/2014,4/30/1964
6597,MONADNOCK PAPER MILLS,Expired,1889,MONADNOCK PAPER MILLS INC (NH),CONTOOCOOK RIVER NH,-71.6694888,43.2390233,5/23/2014,7/31/1944
2351,CABIN CREEK PUMPED STORAGE,Expired,336000,PUBLIC SERVICE CO OF COLORADO (CO),SOUTH CLEAR CREEK CO,-105.6412527,39.6904464,5/27/2014,4/30/1954
13123,EAGLE MOUNTAIN PUMPED STORAGE,Expired,1300000,EAGLE MOUNTAIN ENERGY CO (CA),CLOSED-LOOP CA,-97.0376435,49.6641505,6/19/2014,5/31/1964
2277,TAUM SAUK PUMPED STORAGE,Expired,442500,UNION ELECTRIC CO (MO),EAST FORK BLACK RIVER MO,-90.7923097,37.6008516,7/17/2014,6/30/1944
2101,UPPER AMERICAN RIVER (PS&CON),Expired,1037300,SACRAMENTO MUNICIPAL UTIL DIST (CA),SOUTH FORK AMERICAN R CA,-121.1890863,38.6885455,7/23/2014,6/30/1964
1992,FIRE MOUNTAIN LODGE,Expired,50,WILLIS KEN,FERN SPRINGS CREEK CA,-122.9220845,40.5913314,8/4/2014,7/31/1944
2155,CHILI BAR,Expired,7000,PACIFIC GAS AND ELECTRIC CO (C,SOUTH FORK AMERICAN RIVER CA,-121.0369469,38.7639842,8/20/2014,6/30/1964
2305,TOLEDO BEND,Expired,82300,SABINE RIVER AUTHORITY-LA & TX (TX),SABINE RIVER TX,-93.6509005,30.5639831,8/29/2014,7/31/1964
14537,ANTRIM MICRO,Expired,40,ANTRIM TREATMENT TRUST,SUSQUEHANNA RIVER PA,-75.6035738,41.9500349,9/3/2014,8/31/1944
13346,WILLIAMS DAM,Expired,4000,"PAYNEBRIDGE, LLC.",WHITE RIVER IN,-86.1955169,39.5690866,9/8/2014,8/31/1964
13953,LAKE MILTON,Expired,650,"MAHONING HYDROPOWER, LLC",MAHONING RIVER OH,-80.7288334,41.1136389,9/26/2014,8/31/1964
12790,POMPERAUG,Expired,76,ANDREW PEKLO III,POMPERAUG RIVER CT,-73.2134659,41.5364181,10/16/2014,9/30/1954
2558,OTTER CREEK,Expired,22807,GREEN MOUNTAIN POWER CORP (VT),OTTER CREEK VT,-72.9985748,43.594392,10/23/2014,9/30/1954
14345,ROCK RIVER BEACH,Expired,8,"ROCK REACH BEACH, INC.",ROCK RIVER MI,-86.9803479,46.341907,11/4/2014,10/30/1944
485,BARTLETTS FERRY,Expired,173000,GEORGIA POWER CO (GA),CHATTAHOOCHEE RIVER GA,-84.8468377,30.6783681,12/22/2014,11/30/1944
